구분,No.,Korean,Scientific,Family,구분,수량
17. 생태습지원,82,황금메테세쿼이아, Metasequoia glyptostroboides 'Gold Rush' ,낙우송과,낙엽교목,1
17. 생태습지원,83,흑삼릉,Sparganium erectum,흑삼릉과,다년초,
17. 생태습지원,84,흰박태기나무,Cercis chinensis (white),콩과,낙엽교목,1
17. 생태습지원,85,흰배롱나무,Lagerstroemia indica f. alba,부처꽃과,낙엽교목,2
17. 생태습지원,86,흰붓꽃,Iris sanguinea f. albiflora,붓꽃과,다년초,
18. 야생화원 ①,1,감국,Dendranthema indicum ,국화과,다년초,
18. 야생화원 ①,2,감나무,Diospyros kaki ,감나무과,낙엽교목,2
18. 야생화원 ①,3,구절초,Dendranthema zawadskii var. latilobum,국화과,다년초,
18. 야생화원 ①,4,기린초,Sedum kamtschaticum,돌나물과,다년초,
18. 야생화원 ①,5,꽃창포,Iris ensata var. spontanea,붓꽃과,다년초,
18. 야생화원 ①,6,노루오줌,Astilbe rubra,범의귀과,다년초,
18. 야생화원 ①,7,눈향나무,Juniperus chinensis var. sargentii,측백나무과,상록관목,1
18. 야생화원 ①,8,다알리아,Dahlia pinnata,국화과,다년초,
18. 야생화원 ①,9,단풍나무,Acer palmatum,단풍나무과,낙엽교목,1
18. 야생화원 ①,10,돌단풍,Mukdenia rossii,범의귀과,다년초,
18. 야생화원 ①,11,두메부추,Allium senescens ,백합과,다년초,
18. 야생화원 ①,12,둥근향나무,Juniperus chinensis 'Globosa',측백나무과,상록관목,3
18. 야생화원 ①,13,둥글레,Polygonatum odoratum var. pluriflorum,백합과,다년초,
18. 야생화원 ①,14,디기탈리스,Digitalis purpurea,현삼과,다년초,
18. 야생화원 ①,15,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,3
18. 야생화원 ①,16,만첩빈도리,Deutzia crenata f. plena,범의귀과,낙엽관목,5
18. 야생화원 ①,17,매발톱꽃,Aquilegia buergeriana var. oxysepala,미나리아재비과,다년초,
18. 야생화원 ①,18,미나리냉이,Cardamine leucantha,십자화과,다년초,
18. 야생화원 ①,19,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,10
18. 야생화원 ①,20,배롱나무,Lagerstroemia indica,부처꽃과,낙엽교목,10
18. 야생화원 ①,21,벌개미취,Aster koraiensis ,국화과,다년초,
18. 야생화원 ①,22,복수초,Adonis amurensis ,미나리아재비과,다년초,
18. 야생화원 ①,23,부들레야,Buddleja davidii,마전과,낙엽관목,10
18. 야생화원 ①,24,부추,Allium tuberosum ,백합과,다년초,
18. 야생화원 ①,25,붓꽃,Iris sanguinea,붓꽃과,다년초,
18. 야생화원 ①,26,비비추류,Hosta sp.,비비추과,다년초,
18. 야생화원 ①,27,비짜루,Asparagus schoberioides,백합과,다년초,
18. 야생화원 ①,28,산국,Dendranthema boreale ,국화과,다년초,
18. 야생화원 ①,29,산딸나무,Cornus kousa,층층나무과,낙엽교목,5
18. 야생화원 ①,30,산마늘,Allium microdictyon,백합과,다년초,
18. 야생화원 ①,31,상사화,Lycoris squamigera,수선화과,다년초,
18. 야생화원 ①,32,새머루,Vitis flexuosa,포도과,낙엽덩굴목본,
18. 야생화원 ①,33,새우난초,Calanthe discolor ,난초과,다년초,
18. 야생화원 ①,34,서양측백 '에메랄드 그린', Thuja occidentalis 'Emerald Green' ,측백나무과,상록교목,2
18. 야생화원 ①,35,섬초롱꽃,Campanula takesimana,초롱꽃과,다년초,6
18. 야생화원 ①,36,소나무,Pinus densiflora,소나무과,상록교목,
18. 야생화원 ①,37,수국,Hydrangea macrophylla,수국과,낙엽관목,10
18. 야생화원 ①,38,순비기나무,Vitex rotundifolia,마편초과,낙엽관목,
18. 야생화원 ①,39,쉽싸리,Lycopus lucidus,꿀풀과,다년초,
18. 야생화원 ①,40,양하,Zingiber mioga,생강과,다년초,
18. 야생화원 ①,41,옥잠화,Hosta plantaginea,비비추과,다년초,
18. 야생화원 ①,42,왕원추리,Hemerocallis fulva,원추리과,다년초,
18. 야생화원 ①,43,유카,Yucca gloriosa ,용설란과,다년초,
18. 야생화원 ①,44,은방울꽃,Convallaria keiskei ,백합과,다년초,1
18. 야생화원 ①,45,은행나무,Ginkgo biloba,은행나무과,낙엽교목,4
18. 야생화원 ①,46,이팝나무,Chionanthus retusus,물푸레나무과,낙엽교목,
18. 야생화원 ①,47,인동덩굴,Lonicera japonica ,인동과,낙엽덩굴목본,다수
18. 야생화원 ①,48,조팝나무,Spiraea prunifolia f. simpliciflora,장미과,낙엽관목,7
18. 야생화원 ①,49,사철나무 '그린 스파이어',Euonymus japonicus 'Green Spire' ,노박덩굴과,상록관목,다수
18. 야생화원 ①,50,주목,Taxus cuspidata,주목과,상록관목,4
18. 야생화원 ①,51,중국단풍,Acer buergerianum,단풍나무과,낙엽교목,
18. 야생화원 ①,52,참나리,Lilium lancifolium ,백합과,다년초,
18. 야생화원 ①,53,처녀고사리,Thelypteris palustris,처녀고사리과,다년초,
18. 야생화원 ①,54,천문동,Asparagus cochinchinensis,백합과,다년초,
18. 야생화원 ①,55,칸나,Canna generalis ,홍초과,다년초,
18. 야생화원 ①,56,큰애기나리,Disporum viridescens ,백합과,다년초,
18. 야생화원 ①,57,피나물,Hylomecon vernalis,양귀비과,다년초,
18. 야생화원 ①,58,할미꽃,Pulsatilla koreana,미나리아재비과,다년초,1
18. 야생화원 ①,59,홍가시나무,Photinia glabra,장미과,낙엽교목,3
18. 야생화원 ①,60,홍단풍,Acer palmatum var. speciosum,단풍나무과,낙엽교목,
19. 약용수원,1,가래나무,Juglans mandshurica,가래나무과,낙엽교목,1
19. 약용수원,2,갈참나무,Quercus aliena ,참나무과,낙엽교목,5
19. 약용수원,3,개암나무,Corylus heterophylla,자작나무과,낙엽관목,6
19. 약용수원,4,계수나무,Cercidiphyllum japonicum ,계수나무과,낙엽교목,2
19. 약용수원,5,대왕참나무,Quercus palustris,참나무과,낙엽교목,1
19. 약용수원,6,덜꿩나무,Viburnum erosum ,인동과,낙엽관목,1
19. 약용수원,7,독일붓꽃,Iris germanica,붓꽃과,다년초,
19. 약용수원,8,두릅나무,Aralia elata,두릅나무과,낙엽관목,2
19. 약용수원,9,두충나무,Eucommia ulmoides,두충과,낙엽교목,5
19. 약용수원,10,말오줌때,Euscaphis japonica,고추나무과,낙엽관목,5
19. 약용수원,11,밤나무,Castanea crenata,참나무과,낙엽교목,1
19. 약용수원,12,벌개미취,Aster koraiensis ,국화과,다년초,
19. 약용수원,13,벚나무류,Prunus sp.,장미과,낙엽교목,3
19. 약용수원,14,벽오동,Firmiana simplex ,벽오동과,낙엽교목,14
19. 약용수원,15,비목나무,Lindera erythrocarpa,녹나무과,낙엽교목,3
19. 약용수원,16,산딸나무,Cornus kousa,층층나무과,낙엽교목,2
19. 약용수원,17,산뽕나무,Morus bombycis ,뽕나무과,낙엽교목,5
19. 약용수원,18,산수유,Cornus officinalis,층층나무과,낙엽관목,3
19. 약용수원,19,살구나무,Prunus armeniaca var. ansu,장미과,낙엽교목,8
19. 약용수원,20,상수리나무,Quercus acutissima,참나무과,낙엽교목,5
19. 약용수원,21,생강나무,Lindera obtusiloba,녹나무과,낙엽관목,2
19. 약용수원,22,소나무,Pinus densiflora,소나무과,상록교목,7
19. 약용수원,23,신나무,Acer tataricum subsp. ginnala,단풍나무과,낙엽관목,1
19. 약용수원,24,애기우산나물,Syneilesis aconitifolia,국화과,다년초,
19. 약용수원,25,오갈피나무,Eleutherococcus sessiliflorus ,두릅나무과,낙엽관목,15
19. 약용수원,26,오리나무,Alnus japonica,자작나무과,낙엽교목,2
19. 약용수원,27,용담,Gentiana scabra,용담과,다년초,
19. 약용수원,28,은단풍,Acer saccharinum,단풍나무과,낙엽교목,4
19. 약용수원,29,이팝나무,Chionanthus retusus,물푸레나무과,낙엽교목,7
19. 약용수원,30,일본굴피나무,Pterocarya rhoifolia ,가래나무과,낙엽교목,4
19. 약용수원,31,일본목련,Magnolia obovata,목련과,낙엽교목,3
19. 약용수원,32,자두나무,Prunus salicina,장미과,낙엽교목,2
19. 약용수원,33,장구밥나무,Grewia parviflora,피나무과,낙엽관목,13
19. 약용수원,34,제비붓꽃,Iris laevigata,붓꽃과,다년초,
19. 약용수원,35,주걱비비추,Hosta clausa ,비비추과,다년초,
19. 약용수원,36,중국단풍,Acer buergerianum,단풍나무과,낙엽교목,8
19. 약용수원,37,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,5
19. 약용수원,38,참느릅나무,Ulmus parvifolia ,느릅나무과,낙엽교목,1
19. 약용수원,39,편백,Chamaecyparis obtusa,측백나무과,상록교목,30
19. 약용수원,40,헛개나무,Hovenia dulcis ,갈매나무과,낙엽교목,9
20. 소나무원,1,가문비나무,Picea jezoensis,가문비나무과,상록교목,1
20. 소나무원,2,계두송,Pinus sp.,소나무과,상록교목,3
20. 소나무원,3,구골나무,Osmanthus heterophyllus ,물푸레나무과,상록관목,1
20. 소나무원,4,구절초,Dendranthema zawadskii var. latilobum,국화과,다년초,
20. 소나무원,5,글라우카 가문비나무,Picea glauca Group,가문비나무과,상록교목,2
20. 소나무원,6,나도밤나무,Meliosma myriantha ,나도밤나무과,낙엽교목,1
20. 소나무원,7,남송,Pinus sp.,소나무과,상록교목,2
20. 소나무원,8,느티나무,Zelkova serrata,느릅나무과,낙엽교목,10
20. 소나무원,9,단풍나무,Acer palmatum,단풍나무과,낙엽교목,2
20. 소나무원,10,대왕소나무,Pinus palustris,소나무과,상록교목,2
20. 소나무원,11,동백나무,Camellia japonica,차나무과,상록교목,7
20. 소나무원,12,때죽나무,Styrax japonicus,때죽나무과,낙엽교목,3
20. 소나무원,13,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,3
20. 소나무원,14,반용송,Pinus sp.,소나무과,상록관목,2
20. 소나무원,15,백송,Pinus bungeana ,소나무과,상록교목,2
20. 소나무원,16,벚나무,Prunus serrulata var. spontanea ,장미과,낙엽교목,4
20. 소나무원,17,벚나무 '모에르에이미',Prunus 'Moerheimii' ,장미과,낙엽교목,1
20. 소나무원,18,부탄소나무(히말라야송),Pinus wallichiana,소나무과,상록교목,3
20. 소나무원,19,사파이어송,Pinus sp.,소나무과,상록교목,1
20. 소나무원,20,산딸나무,Cornus kousa,층층나무과,낙엽교목,3
20. 소나무원,21,산벚나무,Prunus sargentii ,장미과,낙엽교목,3
20. 소나무원,22,산철쭉,Rhododendron yedoense f. poukhanense ,진달래과,낙엽관목,4
20. 소나무원,23,삼척 황금송,Pinus sp.,소나무과,상록교목,4
20. 소나무원,24,생강나무,Lindera obtusiloba,녹나무과,낙엽관목,1
20. 소나무원,25,소나무 (우림1호),Pinus densiflora,소나무과,상록교목,2
20. 소나무원,26,스트로브잣나무,Pinus strobus ,소나무과,상록교목,4
20. 소나무원,27,안수황금송,Pinus sp.,소나무과,상록교목,5
20. 소나무원,28,영산홍,Rhododendron indicum ,진달래과,상록교목,다수
20. 소나무원,29,오엽송,Pinus parviflora Glauca Group,소나무과,상록교목,1
20. 소나무원,30,원숭이소나무,Pinus densiflora,소나무과,상록교목,3
20. 소나무원,31,육송호피송,Pinus sp.,소나무과,상록교목,3
20. 소나무원,32,은청구주,Abies glauca Group,소나무과,상록교목,2
20. 소나무원,33,일엽송,Pinus sp.,소나무과,상록교목,3
20. 소나무원,34,잣나무,Pinus koraiensis ,소나무과,상록교목,1
20. 소나무원,35,졸참나무,Quercus serrata,참나무과,낙엽교목,1
20. 소나무원,36,종비나무,Picea koraiensis,소나무과,상록교목,3
20. 소나무원,37,진달래,Rhododendron mucronulatum ,진달래과,낙엽관목,20
20. 소나무원,38,진주금솔,Pinus sp.,소나무과,상록교목,2
20. 소나무원,39,쪽동백나무,Styrax obassia ,때죽나무과,낙엽교목,1
20. 소나무원,40,처진소나무,Pinus densiflora f. pendula,소나무과,상록교목,2
20. 소나무원,41,코니카 가문비나무,Picea glauca var. albertiana 'Conica',가문비나무과,상록교목,1
20. 소나무원,42,큰금계국,Coreopsis lanceolata,국화과,다년초,
20. 소나무원,43,편백,Chamaecyparis obtusa,측백나무과,상록교목,2
20. 소나무원,44,해변노간주,Juniperus rigida var. conferta,측백나무과,상록관목,1
20. 소나무원,45,호피송,Pinus densiflora,소나무과,상록교목,2
20. 소나무원,46,홍송,Pinus densiflora,소나무과,상록교목,1
20. 소나무원,47,화살나무,Euonymus alatus,노박덩굴과,낙엽관목,4
20. 소나무원,48,황금노간주나무,Juniperus x pfitzeriana 'Pfitzeriana Aurea' ,측백나무과,상록교목,3
20. 소나무원,49,황금반송,Pinus densiflora 'Oculus-Draconis',소나무과,상록관목,1
20. 소나무원,50,황금소나무,Pinus densiflora,소나무과,상록교목,3
20. 소나무원,51,황금오엽송,Pinus parviflora Glauca Group,소나무과,상록교목,7
20. 소나무원,52,황칠나무,Dendropanax morbiferus ,두릅나무과,상록교목,1
20. 소나무원,53,황피금송,Pinus densiflora,소나무과,상록교목,4
20. 소나무원,54,회잎나무,Euonymus alatus f. ciliatodentatus,노박덩굴과,낙엽관목,4
21. 양치식물원,1,가는쇠고사리,Arachniodes aristata ,관중과,다년초,
21. 양치식물원,2,가는잎족제비고사리,Dryopteris chinensis ,관중과,다년초,
21. 양치식물원,3,가는잎처녀고사리,Parathelypteris beddomei,처녀고사리과,다년초,
21. 양치식물원,4,가지고비고사리,Coniogramme japonica ,봉의꼬리과,다년초,
21. 양치식물원,5,각시고사리,Macrothelypteris oligophlebia var. elegans ,처녀고사리과,다년초,
21. 양치식물원,6,각시톱지네고사리,Dryopteris hangchowensis ,관중과,다년초,
21. 양치식물원,7,개고사리,Athyrium niponicum ,개고사리과,다년초,
21. 양치식물원,8,개면마,Pentarhizidium orientale ,야산고비과,다년초,
21. 양치식물원,9,개부처손,Selaginella stauntoniana ,부처손과,다년초,
21. 양치식물원,10,개속새,Equisetum ramosissimum ,속새과,다년초,
21. 양치식물원,11,개좀진고사리,Deparia × angustata ,개고사리과,다년초,
21. 양치식물원,12,개톱날고사리,Athyrium sheareri ,개고사리과,다년초,
21. 양치식물원,13,거미꼬리고사리,Asplenium castaneoviride ,꼬리고사리과,다년초,
21. 양치식물원,14,고란초,Selliguea hastata ,고란초과,다년초,
21. 양치식물원,15,고비,Osmunda japonica ,고비과,다년초,
21. 양치식물원,16,고비고사리,Coniogramme intermedia ,봉의꼬리과,다년초,
21. 양치식물원,17,고사리,Pteridium aquilinum var. latiusculum ,잔고사리과,다년초,
21. 양치식물원,18,고사리삼,Ophioglossum thermale ,고사리삼과,다년초,
21. 양치식물원,19,골개고사리,Athyrium otophorum ,개고사리과,다년초,
21. 양치식물원,20,골고사리,Asplenium scolopendrium ,꼬리고사리과,다년초,
21. 양치식물원,21,곰비늘고사리,Dryopteris uniformis ,관중과,다년초,
21. 양치식물원,22,곱새고사리,Deparia coreana ,개고사리과,다년초,
21. 양치식물원,23,관중,Dryopteris crassirhizoma ,관중과,다년초,
21. 양치식물원,24,광릉족제비고사리,Dryopteris × saxifragi-varia ,관중과,다년초,
21. 양치식물원,25,그라실리스 고비고사리,Coniogramme gracilis ,봉의꼬리과,다년초,
21. 양치식물원,26,금강가물고사리,Woodsia microsora ,우드풀과,다년초,
21. 양치식물원,27,금족제비고사리,Dryopteris gymnophylla ,관중과,다년초,
21. 양치식물원,28,기붐고사리,Blechnum gibbum 'silver lady',새깃아재비과,다년초,
21. 양치식물원,29,긴개관중,Polystichum tagawanum ,관중과,다년초,
21. 양치식물원,30,긴꽃고사리삼,Botrychium strictum ,고사리삼과,다년초,
21. 양치식물원,31,긴잎도깨비쇠고비,Cyrtomium devexiscapulae ,관중과,다년초,
21. 양치식물원,32,꽃부처손,Selaginella moellendorffii ,부처손과,다년초,
21. 양치식물원,33,뀡고비,Osmundastrum cinnamomeum ,고비과,다년초,
21. 양치식물원,34,나도개관중,Polystichum pseudomakinoi ,관중과,다년초,
21. 양치식물원,35,나도고사리삼,Ophioglossum vulgatum ,고사리삼과,다년초,
21. 양치식물원,36,나도좀진고사리,Deparia pseudoconilii ,개고사리과,다년초,
21. 양치식물원,37,나도히초미,Polystichum polyblepharum ,관중과,다년초,
21. 양치식물원,38,나사미역고사리,Polypodium fauriei ,고란초과,다년초,
21. 양치식물원,39,낚시고사리,Polystichum craspedosorum ,관중과,다년초,
21. 양치식물원,40,내장고사리,Diplazium squamigerum ,개고사리과,다년초,
21. 양치식물원,41,넉줄고사리,Davallia mariesii ,넉줄고사리과,다년초,
21. 양치식물원,42,넓은잎개고사리,Athyrium wardii ,개고사리과,다년초,
21. 양치식물원,43,네가래,Marsilea quadrifolia ,네가래과,다년초,
21. 양치식물원,44,느리미고사리,Dryopteris tokyoensis ,관중과,다년초,
21. 양치식물원,45,늦고사리삼,Botrychium virginianum ,고사리삼과,다년초,
21. 양치식물원,46,다람쥐꼬리,Huperzia miyoshiana ,석송과,다년초,
21. 양치식물원,47,단풍고사리삼,Botrychium nipponicum ,고사리삼과,다년초,
21. 양치식물원,48,대만미역고사리,Polypodium formosanum ,고란초과,다년초,
21. 양치식물원,49,대왕속새,Equisetum giganteum ,속새과,다년초,
21. 양치식물원,50,더부살이고사리,Polystichum lepidocaulon ,관중과,다년초,
21. 양치식물원,51,더피줄고사리 ,"Nephrolepis cordifolia ""Duffii'",줄고사리과,다년초,
21. 양치식물원,52,도깨비쇠고비 ,Cyrtomium falcatum ,관중과,다년초,
21. 양치식물원,53,돌담고사리,Asplenium sarelii ,꼬리고사리과,다년초,
21. 양치식물원,54,돌잔고사리,Microlepia marginata,잔고사리과,다년초,
21. 양치식물원,55,돌토끼고사리,Microlepia strigosa ,잔고사리과,다년초,
21. 양치식물원,56,두디아 메디아,Doodia media ,새깃아재비과,다년초,
21. 양치식물원,57,드문고사리,Metathelypteris laxa,처녀고사리과,다년초,
21. 양치식물원,58,로즈마리,Rosmarinus officinalis,꿀풀과,다년초,
21. 양치식물원,59,롱기포키아 생이가래,Salvinia oblongifolia ,생이가래과,다년초,
21. 양치식물원,60,몰레스타 생이가래,Salvinia molesta,생이가래과,다년초,
21. 양치식물원,61,무늬꼬리족제비고사리,Arachniodes simplicior 'Variegata',관중과,다년초,
21. 양치식물원,62,물개구리밥,Azolla imbricata ,물개구리밥과,다년초,
21. 양치식물원,63,미역고사리,Polypodium vulgare ,고란초과,다년초,
21. 양치식물원,64,바위고사리,Odontosoria chinensis ,새깃고사리과,다년초,
21. 양치식물원,65,바위손,Selaginella tamariscina ,부처손과,다년초,
21. 양치식물원,66,바위족제비고사리,Dryopteris saxifraga ,관중과,다년초,
21. 양치식물원,67,바위틈고사리,Dryopteris goeringiana,관중과,다년초,
21. 양치식물원,68,박쥐난,Platycerium bifurcatum ,고란초과,다년초,
21. 양치식물원,69,반들지네고사리,Dryopteris medioxima ,관중과,다년초,
21. 양치식물원,70,반송,Pinus densiflora f. multicaulis,소나무과,상록관목,5
21. 양치식물원,71,뱀고사리,Athyrium yokoscense,개고사리과,다년초,
21. 양치식물원,72,뱀톱,Huperzia serrata,석송과,다년초,
21. 양치식물원,73,버들참빗,Deparia lancea ,개고사리과,다년초,
21. 양치식물원,74,범무늬밤일엽,Neolepisorus ovatus,고란초과,다년초,
21. 양치식물원,75,별고사리,Cyclosorus acuminatus ,처녀고사리과,다년초,
21. 양치식물원,76,보스톤줄고사리,Nephrolepis exaltata `Bostonensis',줄고사리과,다년초,
21. 양치식물원,77,봉의꼬리,Pteris multifida,봉의꼬리과,다년초,
21. 양치식물원,78,봉작고사리 ,Adiantum capillus-veneris ,공작고사리과,다년초,
21. 양치식물원,79,부싯깃고사리,Cheilanthes argentea ,봉의꼬리과,다년초,
21. 양치식물원,80,부처손,Selaginella involvens ,부처손과,다년초,
21. 양치식물원,81,비늘개관중,Polystichum retrosopaleaceum ,관중과,다년초,
21. 양치식물원,82,사다리고사리,Parathelypteris glanduligera,처녀고사리과,다년초,
21. 양치식물원,83,사철고사리,Asplenium pekinense ,꼬리고사리과,다년초,
21. 양치식물원,84,산개고사리,Athyrium vidalii ,개고사리과,다년초,
21. 양치식물원,85,산딸나무,Cornus kousa,층층나무과,낙엽교목,1
21. 양치식물원,86,산쇠고비,Cyrtomium fortunei var. clivicolum ,관중과,다년초,
21. 양치식물원,87,산일엽초,Lepisorus ussuriensis ,고란초과,다년초,
21. 양치식물원,88,산족제비고사리,Dryopteris bissetiana ,관중과,다년초,
21. 양치식물원,89,새둥지파초일엽,Asplenium nidus ,꼬리고사리과,다년초,
21. 양치식물원,90,석위,Pyrrosia lingua ,고란초과,다년초,
21. 양치식물원,91,선바위고사리,Onychium japonicum ,봉의꼬리과,다년초,
21. 양치식물원,92,선비늘이끼,Selaginella nipponica ,부처손과,다년초,
21. 양치식물원,93,설설고사리,Phegopteris decursive-pinnata,처녀고사리과,다년초,
21. 양치식물원,94,섬나도히초미,Polystichum longifrons ,관중과,다년초,
21. 양치식물원,95,섬향나무,Juniperus chinensis var. procumbens,측백나무과,상록관목,5
21. 양치식물원,96,세뿔석위,Pyrrosia hastata ,고란초과,다년초,
21. 양치식물원,97,소나무,Pinus densiflora,소나무과,상록교목,4
21. 양치식물원,98,소사나무,Carpinus turczaninowii,자작나무과,낙엽교목,1
21. 양치식물원,99,소철,Cycas revoluta,소철과,상록관목,1
21. 양치식물원,100,속새,Equisetum hyemale ,속새과,다년초,
21. 양치식물원,101,속새,Equisetum hyemale,속새과,다년초,
21. 양치식물원,102,손고비,Colysis elliptica ,고란초과,다년초,
21. 양치식물원,103,쇠고비,Cyrtomium fortunei ,관중과,다년초,
21. 양치식물원,104,쇠고사리,Arachniodes amabilis ,관중과,다년초,
21. 양치식물원,105,술잔형넉줄고사리,Davallia griffithiana ,넉줄고사리과,다년초,
21. 양치식물원,106,실고사리,Lygodium japonicum ,실고사리과,다년초,
21. 양치식물원,107,십자고사리,Polystichum tripteron ,관중과,다년초,
21. 양치식물원,108,안타르티카 나무고사리,Dicksonia antarctica ,딕소니아과,다년초,
21. 양치식물원,109,알록큰봉의꼬리,Pteris nipponica ,봉의꼬리과,다년초,
21. 양치식물원,110,애기말발도리,Deutzia gracilis ,범의귀과,낙엽관목,20
21. 양치식물원,111,애기석위,Pyrrosia petiolosa ,고란초과,다년초,
21. 양치식물원,112,애기일엽초,Lepisorus onoei ,고란초과,다년초,
21. 양치식물원,113,애기족제비고사리,Dryopteris sacrosancta,관중과,다년초,
21. 양치식물원,114,애기지네고사리,Dryopteris decipiens var. diplazioides ,관중과,다년초,
21. 양치식물원,115,왁살고사리,Arachniodes borealis ,관중과,다년초,
21. 양치식물원,116,왕지네고사리,Dryopteris monticola ,관중과,다년초,
21. 양치식물원,117,우니겜마타 새깃아재비,Woodwardia unigemmata,새깃아재비과,다년초,
21. 양치식물원,118,우단일엽,Pyrrosia linearifolia ,고란초과,다년초,
21. 양치식물원,119,윤쇠고비,Cyrtomium laetevirens ,관중과,다년초,
21. 양치식물원,120,음양고비,Osmunda claytoniana ,고비과,다년초,
21. 양치식물원,121,응달고사리,Cornopteris crenulatoserrulata,개고사리과,다년초,
21. 양치식물원,122,일색고사리,Arachniodes standishii ,관중과,다년초,
21. 양치식물원,123,일엽초,Lepisorus thunbergianus ,고란초과,다년초,
21. 양치식물원,124,잔고사리,Dennstaedtia hirsuta,잔고사리과,다년초,
21. 양치식물원,125,점고사리,Hypolepis punctata ,잔고사리과,다년초,
21. 양치식물원,126,제주지네고사리,Dryopteris championii ,관중과,다년초,
21. 양치식물원,127,족제비고사리,Dryopteris varia ,관중과,다년초,
21. 양치식물원,128,좀고사리,Pleurosoriopsis makinoi ,고란초과,다년초,
21. 양치식물원,129,좀미역고사리,Polypodium sibiricum,고란초과,다년초,
21. 양치식물원,130,좀사다리고사리,Thelypteris cystopteroides ,처녀고사리과,다년초,
21. 양치식물원,131,좀쇠고사리,Arachniodes sporadosora ,관중과,다년초,
21. 양치식물원,132,좀진고사리,Deparia conilii ,개고사리과,다년초,
21. 양치식물원,133,주름고사리,Diplazium wichurae ,개고사리과,다년초,
21. 양치식물원,134,주저리고사리,Dryopteris fragrans ,관중과,다년초,
21. 양치식물원,135,진고사리,Deparia japonica ,개고사리과,다년초,
21. 양치식물원,136,진저리고사리,Dryopteris maximowiczii,관중과,다년초,
21. 양치식물원,137,진퍼리고사리,Stegnogramma pozoi subsp. mollissima ,처녀고사리과,다년초,
21. 양치식물원,138,참나도히초미,Polystichum ovatopaleaceum var. coraiense ,관중과,다년초,
21. 양치식물원,139,참우드풀,Woodsia macrochlaena ,우드풀과,다년초,
21. 양치식물원,140,참지네고사리,Dryopteris nipponensis ,관중과,다년초,
21. 양치식물원,141,창일엽,Microsorum superficiale ,고란초과,다년초,
21. 양치식물원,142,청나래고사리,Matteuccia struthiopteris ,야산고비과,다년초,
21. 양치식물원,143,층층지네고사리,Dryopteris simasakii var. paleacea ,관중과,다년초,
21. 양치식물원,144,콩짜개덩굴,Lemmaphyllum microphyllum,고란초과,다년초,
21. 양치식물원,145,큰뱀톱,Huperzia javanica,석송과,다년초,
21. 양치식물원,146,큰별고사리,Cyclosorus penangianus,처녀고사리과,다년초,
21. 양치식물원,147,큰봉의꼬리,Pteris cretica ,봉의꼬리과,다년초,
21. 양치식물원,148,큰설설고사리,Phegopteris koreana ,처녀고사리과,다년초,
21. 양치식물원,149,큰족제비고사리,Dryopteris pacifica,관중과,다년초,
21. 양치식물원,150,큰지네고사리,Dryopteris fuscipes ,관중과,다년초,
21. 양치식물원,151,큰톱지네고사리,Dryopteris dickinsii ,관중과,다년초,
21. 양치식물원,152,큰홍지네고사리,Dryopteris hondoensis ,관중과,다년초,
21. 양치식물원,153,탐라별고사리,Cyclosorus dentatus ,처녀고사리과,다년초,
21. 양치식물원,154,탐라사다리고사리,Parathelypteris angustifrons,처녀고사리과,다년초,
21. 양치식물원,155,탐라진고사리,Deparia petersenii ,개고사리과,다년초,
21. 양치식물원,156,털고사리,Deparia pycnosora ,개고사리과,다년초,
21. 양치식물원,157,톱지네고사리,Dryopteris atrata ,관중과,다년초,
21. 양치식물원,158,퍼진고사리,Dryopteris expansa ,관중과,다년초,
21. 양치식물원,159,홍지네고사리,Dryopteris erythrosora ,관중과,다년초,
21. 양치식물원,160,황고사리,Dennstaedtia wilfordii,잔고사리과,다년초,
21. 양치식물원,161,흰털고사리,Deparia pycnosora var. albosquamata,개고사리과,다년초,
21. 양치식물원,162,히스피둘룸 공작고사리,Adiantum hispidulum ,봉의꼬리과,다년초,
22. 안면도자생수원,1,가막살나무,Viburnum dilatatum,인동과,낙엽관목,2
22. 안면도자생수원,2,가우라,Gaura lindheimeri ,바늘꽃과,다년초,
22. 안면도자생수원,3,개나리,Forsythia koreana,물푸레나무과,낙엽관목,5
22. 안면도자생수원,4,고로쇠나무,Acer pictum subsp. mono,단풍나무과,낙엽교목,1
22. 안면도자생수원,5,곰의말채나무,Cornus macrophylla,층층나무과,낙엽교목,1
22. 안면도자생수원,6,구절초,Dendranthema zawadskii var. latilobum,국화과,다년초,
22. 안면도자생수원,7,굴거리나무,Daphniphyllum macropodum,굴거리나무과,상록교목,40
22. 안면도자생수원,8,굴참나무,Quercus variabilis ,참나무과,낙엽교목,1
22. 안면도자생수원,9,굴피나무,Platycarya strobilacea ,가래나무과,낙엽교목,1
22. 안면도자생수원,10,귀룽나무,Prunus padus,장미과,낙엽교목,10
22. 안면도자생수원,11,꽃범의꼬리,Physostegia virginiana,꿀풀과,다년초,
22. 안면도자생수원,12,느티나무,Zelkova serrata,느릅나무과,낙엽교목,10
22. 안면도자생수원,13,단풍나무,Acer palmatum,단풍나무과,낙엽교목,18
22. 안면도자생수원,14,대팻집나무,Ilex macropoda ,감탕나무과,낙엽교목,1
22. 안면도자생수원,15,덜꿩나무,Viburnum erosum ,인동과,낙엽관목,2
