,sector
23891,38
23892,83
23894,88
23895,51
23896,96
23897,28
23898,73
23899,8
23900,70
23901,20
23902,63
23903,97
23904,16
23905,30
23906,69
23907,40
23908,8
23909,40
23910,5
23911,97
23912,95
23913,68
23914,32
23915,76
23916,21
23917,83
23918,88
23919,31
23920,20
23921,72
23922,12
23923,90
23924,8
23925,91
23926,95
23927,4
23928,77
23929,27
23930,0
23931,17
23932,24
23933,48
23934,2
23935,50
23936,28
23937,40
23938,48
23939,68
23940,49
23941,41
23942,78
23943,27
23944,99
23945,68
23946,63
23947,69
23948,34
23949,58
23950,34
23951,73
23952,6
23953,2
23954,39
23955,86
23956,20
23957,37
23958,36
23959,68
23960,63
23961,4
23962,94
23963,14
23964,46
23965,61
23966,57
23967,94
23968,11
23969,61
23970,3
23971,66
23972,33
23973,89
23974,50
23975,66
23976,27
23977,85
23978,23
23979,36
23980,67
23981,58
23982,20
23983,17
23984,68
23985,14
23986,26
23987,40
23988,60
23989,15
23990,58
23991,58
23992,96
23993,74
23994,96
23995,80
23996,47
23997,62
23998,59
23999,12
24000,8
24001,86
24002,17
24003,87
24004,30
24005,13
24006,30
24007,92
24008,64
24009,91
24010,99
24011,31
24012,5
24013,36
24014,39
24015,76
24016,64
24017,5
24018,0
24019,10
24020,9
24021,14
24022,39
24023,93
24024,88
24025,45
24026,36
24027,18
24028,32
24029,96
24030,34
24031,75
24032,11
24033,21
24034,12
24035,56
24036,30
24037,72
24038,23
24039,20
24040,38
24041,38
24042,76
24043,14
24044,5
24045,0
24046,68
24047,36
24048,13
24049,92
24050,76
24051,19
24052,36
24053,69
24054,63
24055,7
24056,1
24057,47
24058,61
24059,97
24060,47
24061,47
24062,27
24063,10
24064,27
24065,49
24066,68
24067,47
24068,95
24069,60
24070,28
24071,59
24072,31
24073,27
24074,36
24075,4
24076,96
24078,97
24079,75
24080,24
24081,62
24082,77
24083,32
24084,28
24085,13
24086,2
24087,10
24088,44
24089,6
24090,38
24091,38
24092,4
24093,85
24094,5
24095,44
24096,69
24097,36
24098,69
24099,33
24100,97
24101,11
24102,14
24103,95
24104,82
13920,69
18769,69
19624,69
